Updated On,State,Total Doses Administered,Sessions, Sites ,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Transgender (Doses Administered), Covaxin (Doses Administered),CoviShield (Doses Administered),Sputnik V (Doses Administered),Unnamed: 13,Male(Individuals Vaccinated),Female(Individuals Vaccinated),Transgender(Individuals Vaccinated),Total Individuals Vaccinated,Vaccination_ID
22-01-2021,Andaman and Nicobar Islands,552,29,6,552,0,231,321,0,0,552,,,,,,552,Andaman and Nicobar Islands_22-01-2021
23-01-2021,Andaman and Nicobar Islands,920,32,9,920,0,342,578,0,0,920,,,,,,920,Andaman and Nicobar Islands_23-01-2021
24-01-2021,Andaman and Nicobar Islands,966,38,9,966,0,357,609,0,0,966,,,,,,966,Andaman and Nicobar Islands_24-01-2021
25-01-2021,Andaman and Nicobar Islands,1519,43,10,1519,0,447,1072,0,0,1519,,,,,,1519,Andaman and Nicobar Islands_25-01-2021
26-01-2021,Andaman and Nicobar Islands,1519,43,10,1519,0,447,1072,0,0,1519,,,,,,1519,Andaman and Nicobar Islands_26-01-2021
27-01-2021,Andaman and Nicobar Islands,1519,43,10,1519,0,447,1072,0,0,1519,,,,,,1519,Andaman and Nicobar Islands_27-01-2021
28-01-2021,Andaman and Nicobar Islands,1956,48,10,1956,0,563,1393,0,0,1956,,,,,,1956,Andaman and Nicobar Islands_28-01-2021
29-01-2021,Andaman and Nicobar Islands,2024,50,10,2024,0,588,1436,0,0,2024,,,,,,2024,Andaman and Nicobar Islands_29-01-2021
30-01-2021,Andaman and Nicobar Islands,2060,51,10,2060,0,591,1469,0,0,2060,,,,,,2060,Andaman and Nicobar Islands_30-01-2021
31-01-2021,Andaman and Nicobar Islands,2060,51,10,2060,0,591,1469,0,0,2060,,,,,,2060,Andaman and Nicobar Islands_31-01-2021
01-02-2021,Andaman and Nicobar Islands,2060,51,10,2060,0,591,1469,0,0,2060,,,,,,2060,Andaman and Nicobar Islands_01-02-2021
02-02-2021,Andaman and Nicobar Islands,2060,51,10,2060,0,591,1469,0,0,2060,,,,,,2060,Andaman and Nicobar Islands_02-02-2021
03-02-2021,Andaman and Nicobar Islands,2107,56,12,2107,0,601,1506,0,0,2107,,,,,,2107,Andaman and Nicobar Islands_03-02-2021
04-02-2021,Andaman and Nicobar Islands,2290,57,13,2290,0,659,1631,0,0,2290,,,,,,2290,Andaman and Nicobar Islands_04-02-2021
05-02-2021,Andaman and Nicobar Islands,2514,63,13,2514,0,705,1809,0,0,2514,,,,,,2514,Andaman and Nicobar Islands_05-02-2021
06-02-2021,Andaman and Nicobar Islands,2780,65,13,2780,0,745,2035,0,0,2780,,,,,,2780,Andaman and Nicobar Islands_06-02-2021
07-02-2021,Andaman and Nicobar Islands,2780,65,13,2780,0,745,2035,0,0,2780,,,,,,2780,Andaman and Nicobar Islands_07-02-2021
08-02-2021,Andaman and Nicobar Islands,2780,65,13,2780,0,745,2035,0,0,2780,,,,,,2780,Andaman and Nicobar Islands_08-02-2021
09-02-2021,Andaman and Nicobar Islands,2780,65,13,2780,0,745,2035,0,0,2780,,,,,,2780,Andaman and Nicobar Islands_09-02-2021
10-02-2021,Andaman and Nicobar Islands,2780,65,13,2780,0,745,2035,0,0,2780,,,,,,2780,Andaman and Nicobar Islands_10-02-2021
11-02-2021,Andaman and Nicobar Islands,2780,65,13,2780,0,745,2035,0,0,2780,,,,,,2780,Andaman and Nicobar Islands_11-02-2021
12-02-2021,Andaman and Nicobar Islands,2852,74,14,2852,0,773,2079,0,0,2852,,,,,,2852,Andaman and Nicobar Islands_12-02-2021
13-02-2021,Andaman and Nicobar Islands,3040,74,14,3040,0,938,2102,0,0,3040,,,,,,3040,Andaman and Nicobar Islands_13-02-2021
14-02-2021,Andaman and Nicobar Islands,3040,78,14,3040,0,938,2102,0,0,3040,,,,,,3040,Andaman and Nicobar Islands_14-02-2021
15-02-2021,Andaman and Nicobar Islands,3467,78,14,3363,104,1176,2187,0,0,3363,,,,,,3363,Andaman and Nicobar Islands_15-02-2021
16-02-2021,Andaman and Nicobar Islands,3467,81,14,3363,104,1176,2187,0,0,3363,,,,,,3363,Andaman and Nicobar Islands_16-02-2021
17-02-2021,Andaman and Nicobar Islands,3664,86,14,3560,104,1343,2217,0,0,3560,,,,,,3560,Andaman and Nicobar Islands_17-02-2021
18-02-2021,Andaman and Nicobar Islands,3846,95,14,3505,341,1455,2050,0,0,3505,,,,,,3505,Andaman and Nicobar Islands_18-02-2021
19-02-2021,Andaman and Nicobar Islands,4898,101,14,4246,652,1805,2441,0,0,4246,,,,,,4246,Andaman and Nicobar Islands_19-02-2021
20-02-2021,Andaman and Nicobar Islands,5653,102,14,4707,946,2221,2486,0,0,4707,,,,,,4707,Andaman and Nicobar Islands_20-02-2021
21-02-2021,Andaman and Nicobar Islands,5653,102,14,4707,946,2221,2486,0,0,4707,,,,,,4707,Andaman and Nicobar Islands_21-02-2021
22-02-2021,Andaman and Nicobar Islands,6856,118,14,5358,1498,2773,2585,0,0,5358,,,,,,5358,Andaman and Nicobar Islands_22-02-2021
23-02-2021,Andaman and Nicobar Islands,7058,122,14,5436,1622,2831,2605,0,0,5436,,,,,,5436,Andaman and Nicobar Islands_23-02-2021
24-02-2021,Andaman and Nicobar Islands,7240,128,14,5518,1722,2896,2622,0,0,5518,,,,,,5518,Andaman and Nicobar Islands_24-02-2021
25-02-2021,Andaman and Nicobar Islands,7763,134,15,5867,1896,3103,2764,0,0,5867,,,,,,5867,Andaman and Nicobar Islands_25-02-2021
26-02-2021,Andaman and Nicobar Islands,7989,135,15,6029,1960,3205,2824,0,0,6029,,,,,,6029,Andaman and Nicobar Islands_26-02-2021
27-02-2021,Andaman and Nicobar Islands,7989,135,15,6029,1960,3205,2824,0,0,6029,,,,,,6029,Andaman and Nicobar Islands_27-02-2021
28-02-2021,Andaman and Nicobar Islands,7989,135,15,6029,1960,3205,2824,0,0,6029,,,,,,6029,Andaman and Nicobar Islands_28-02-2021
01-03-2021,Andaman and Nicobar Islands,7989,149,15,6029,1960,3205,2824,0,0,6029,,,,,,6029,Andaman and Nicobar Islands_01-03-2021
02-03-2021,Andaman and Nicobar Islands,8724,161,15,6638,2086,3630,3008,0,0,6638,,,,,,6638,Andaman and Nicobar Islands_02-03-2021
03-03-2021,Andaman and Nicobar Islands,8837,172,16,6749,2088,3721,3028,0,0,6749,,,,,,6749,Andaman and Nicobar Islands_03-03-2021
04-03-2021,Andaman and Nicobar Islands,9361,182,16,7266,2095,4133,3133,0,0,7266,,,,,,7266,Andaman and Nicobar Islands_04-03-2021
05-03-2021,Andaman and Nicobar Islands,9897,198,16,7799,2098,4559,3240,0,0,7799,,,,,,7799,Andaman and Nicobar Islands_05-03-2021
06-03-2021,Andaman and Nicobar Islands,10498,224,16,8288,2210,4915,3373,0,0,8288,,,,,,8288,Andaman and Nicobar Islands_06-03-2021
07-03-2021,Andaman and Nicobar Islands,11101,227,16,8848,2253,5251,3597,0,0,8848,,,,,,8848,Andaman and Nicobar Islands_07-03-2021
08-03-2021,Andaman and Nicobar Islands,12004,261,16,9629,2375,5872,3757,0,0,9629,,,,,,9629,Andaman and Nicobar Islands_08-03-2021
09-03-2021,Andaman and Nicobar Islands,9932,500,5,7542,2390,6068,3864,0,0,9932,,,,,,9932,Andaman and Nicobar Islands_09-03-2021
10-03-2021,Andaman and Nicobar Islands,10161,300,3,7735,2426,6211,3950,0,0,10161,,,,,,10161,Andaman and Nicobar Islands_10-03-2021
11-03-2021,Andaman and Nicobar Islands,10704,700,7,8218,2486,6591,4113,0,0,10704,,,,,,10704,Andaman and Nicobar Islands_11-03-2021
12-03-2021,Andaman and Nicobar Islands,11321,700,7,8735,2586,6977,4344,0,0,11321,,,,,,11321,Andaman and Nicobar Islands_12-03-2021
13-03-2021,Andaman and Nicobar Islands,11638,200,2,8899,2739,7188,4450,0,0,11638,,,,,,11638,Andaman and Nicobar Islands_13-03-2021
14-03-2021,Andaman and Nicobar Islands,11693,100,1,8926,2767,7218,4475,0,0,11693,,,,,,11693,Andaman and Nicobar Islands_14-03-2021
15-03-2021,Andaman and Nicobar Islands,12045,500,5,9202,2843,7401,4644,0,0,12045,,,,,,12045,Andaman and Nicobar Islands_15-03-2021
16-03-2021,Andaman and Nicobar Islands,14826,700,7,11950,2876,7391,4559,0,0,14826,,,,,,11950,Andaman and Nicobar Islands_16-03-2021
17-03-2021,Andaman and Nicobar Islands,15489,0,0,12509,2980,7719,4790,0,0,15489,,,,,,12509,Andaman and Nicobar Islands_17-03-2021
18-03-2021,Andaman and Nicobar Islands,16131,800,8,12948,3183,7962,4986,0,0,16131,,,,,,12948,Andaman and Nicobar Islands_18-03-2021
19-03-2021,Andaman and Nicobar Islands,16612,1000,10,13293,3319,8148,5145,0,0,16612,,,,,,13293,Andaman and Nicobar Islands_19-03-2021
20-03-2021,Andaman and Nicobar Islands,17451,1100,11,13852,3599,8440,5412,0,0,17451,,,,,,13852,Andaman and Nicobar Islands_20-03-2021
21-03-2021,Andaman and Nicobar Islands,17478,500,5,13868,3610,8449,5419,0,0,17478,,,,,,13868,Andaman and Nicobar Islands_21-03-2021
22-03-2021,Andaman and Nicobar Islands,18085,2000,20,14327,3758,8706,5621,0,0,18085,,,,,,14327,Andaman and Nicobar Islands_22-03-2021
23-03-2021,Andaman and Nicobar Islands,19121,2300,23,15017,4104,9055,5962,0,0,19121,,,,,,15017,Andaman and Nicobar Islands_23-03-2021
24-03-2021,Andaman and Nicobar Islands,19693,1400,14,15247,4446,9159,6088,0,0,19693,,,,,,15247,Andaman and Nicobar Islands_24-03-2021
25-03-2021,Andaman and Nicobar Islands,20318,2100,21,15652,4666,9355,6297,0,0,20318,,,,,,15652,Andaman and Nicobar Islands_25-03-2021
26-03-2021,Andaman and Nicobar Islands,20789,1700,17,15933,4856,9518,6415,0,0,20789,,,,,,15933,Andaman and Nicobar Islands_26-03-2021
27-03-2021,Andaman and Nicobar Islands,21356,1700,17,16292,5064,9709,6583,0,0,21356,,,,,,16292,Andaman and Nicobar Islands_27-03-2021
28-03-2021,Andaman and Nicobar Islands,21358,1950,14,16293,5065,9710,6583,0,0,21358,,,,,,16293,Andaman and Nicobar Islands_28-03-2021
29-03-2021,Andaman and Nicobar Islands,21357,1600,15,16292,5065,9709,6583,0,0,21357,,,,,,16292,Andaman and Nicobar Islands_29-03-2021
30-03-2021,Andaman and Nicobar Islands,21840,1600,16,16701,5139,9939,6762,0,0,21840,,,,,,16701,Andaman and Nicobar Islands_30-03-2021
31-03-2021,Andaman and Nicobar Islands,21938,1300,12,16798,5140,9989,6809,0,0,21938,,,,,,16798,Andaman and Nicobar Islands_31-03-2021
01-04-2021,Andaman and Nicobar Islands,22608,1700,17,17435,5173,10347,7088,0,0,22608,,,,,,17435,Andaman and Nicobar Islands_01-04-2021
02-04-2021,Andaman and Nicobar Islands,22738,1000,10,17559,5179,10407,7152,0,0,22738,,,,,,17559,Andaman and Nicobar Islands_02-04-2021
03-04-2021,Andaman and Nicobar Islands,23221,1200,11,17998,5223,10633,7365,0,0,23221,,,,,,17998,Andaman and Nicobar Islands_03-04-2021
04-04-2021,Andaman and Nicobar Islands,23901,1200,12,18677,5224,10996,7681,0,0,23901,,,,,,18677,Andaman and Nicobar Islands_04-04-2021
05-04-2021,Andaman and Nicobar Islands,24774,1800,18,19499,5275,11437,8062,0,0,24774,,,,,,19499,Andaman and Nicobar Islands_05-04-2021
06-04-2021,Andaman and Nicobar Islands,25766,2300,23,20445,5321,11897,8548,0,0,25766,,,,,,20445,Andaman and Nicobar Islands_06-04-2021
07-04-2021,Andaman and Nicobar Islands,27978,2400,23,22631,5347,12986,9645,0,0,27978,,,,,,22631,Andaman and Nicobar Islands_07-04-2021
08-04-2021,Andaman and Nicobar Islands,30766,2800,28,25363,5403,14405,10957,1,0,30766,,,,,,25363,Andaman and Nicobar Islands_08-04-2021
09-04-2021,Andaman and Nicobar Islands,33217,2800,28,27698,5519,15582,12115,1,0,33217,,,,,,27698,Andaman and Nicobar Islands_09-04-2021
10-04-2021,Andaman and Nicobar Islands,35433,3000,29,29863,5570,16690,13172,1,0,35433,,,,,,29863,Andaman and Nicobar Islands_10-04-2021
11-04-2021,Andaman and Nicobar Islands,37624,2800,28,32012,5612,17866,14145,1,0,37624,,,,,,32012,Andaman and Nicobar Islands_11-04-2021
12-04-2021,Andaman and Nicobar Islands,42285,3400,33,36572,5713,20175,16392,5,0,42285,,,,,,36572,Andaman and Nicobar Islands_12-04-2021
13-04-2021,Andaman and Nicobar Islands,48845,3400,32,43013,5832,23433,19575,5,0,48845,,,,,,43013,Andaman and Nicobar Islands_13-04-2021
14-04-2021,Andaman and Nicobar Islands,55595,3300,32,49654,5941,26959,22690,5,0,55595,,,,,,49654,Andaman and Nicobar Islands_14-04-2021
15-04-2021,Andaman and Nicobar Islands,60857,4000,35,54778,6079,29685,25088,5,0,60857,,,,,,54778,Andaman and Nicobar Islands_15-04-2021
16-04-2021,Andaman and Nicobar Islands,67662,4900,36,61339,6323,33196,28138,5,0,67662,,,,,,61339,Andaman and Nicobar Islands_16-04-2021
17-04-2021,Andaman and Nicobar Islands,74019,4300,40,67451,6568,36435,31010,6,0,74019,,,,,,67451,Andaman and Nicobar Islands_17-04-2021
18-04-2021,Andaman and Nicobar Islands,78153,4700,47,71275,6878,38500,32769,6,0,78153,,,,,,71275,Andaman and Nicobar Islands_18-04-2021
19-04-2021,Andaman and Nicobar Islands,83028,4750,46,75675,7353,40893,34776,6,0,83028,,,,,,75675,Andaman and Nicobar Islands_19-04-2021
20-04-2021,Andaman and Nicobar Islands,86910,4800,47,78973,7937,42718,36248,7,0,86910,,,,,,78973,Andaman and Nicobar Islands_20-04-2021
21-04-2021,Andaman and Nicobar Islands,89072,4100,40,80901,8171,43818,37076,7,0,89072,,,,,,80901,Andaman and Nicobar Islands_21-04-2021
22-04-2021,Andaman and Nicobar Islands,91833,4200,42,83233,8600,45145,38081,7,0,91833,,,,,,83233,Andaman and Nicobar Islands_22-04-2021
23-04-2021,Andaman and Nicobar Islands,94166,4200,42,85201,8965,46215,38978,8,0,94166,,,,,,85201,Andaman and Nicobar Islands_23-04-2021
24-04-2021,Andaman and Nicobar Islands,96093,3900,37,86796,9297,47109,39679,8,0,96093,,,,,,86796,Andaman and Nicobar Islands_24-04-2021
25-04-2021,Andaman and Nicobar Islands,97392,3500,35,87865,9527,47711,40146,8,0,97392,,,,,,87865,Andaman and Nicobar Islands_25-04-2021
26-04-2021,Andaman and Nicobar Islands,99109,3500,34,89290,9819,48496,40786,8,0,99109,,,,,,89290,Andaman and Nicobar Islands_26-04-2021
27-04-2021,Andaman and Nicobar Islands,100571,3500,34,90454,10117,49116,41330,8,0,100571,,,,,,90454,Andaman and Nicobar Islands_27-04-2021
28-04-2021,Andaman and Nicobar Islands,101770,3100,31,91394,10376,49622,41764,8,0,101770,,,,,,91394,Andaman and Nicobar Islands_28-04-2021
29-04-2021,Andaman and Nicobar Islands,102998,3200,32,92417,10581,50235,42174,8,0,102998,,,,,,92417,Andaman and Nicobar Islands_29-04-2021
30-04-2021,Andaman and Nicobar Islands,104374,3200,31,93493,10881,50804,42681,8,0,104374,,,,,,93493,Andaman and Nicobar Islands_30-04-2021
01-05-2021,Andaman and Nicobar Islands,105090,3300,33,94002,11088,51106,42888,8,0,105090,,,,,,94002,Andaman and Nicobar Islands_01-05-2021
02-05-2021,Andaman and Nicobar Islands,105285,1400,13,94125,11160,51165,42952,8,0,105285,,,,,,94125,Andaman and Nicobar Islands_02-05-2021
03-05-2021,Andaman and Nicobar Islands,106250,4000,32,94633,11617,51480,43145,8,0,106250,,,,,,94633,Andaman and Nicobar Islands_03-05-2021
04-05-2021,Andaman and Nicobar Islands,107018,4100,36,95064,11954,51742,43314,8,0,107018,,,,,,95064,Andaman and Nicobar Islands_04-05-2021
05-05-2021,Andaman and Nicobar Islands,107955,5400,46,95500,12455,51982,43510,8,0,107955,,,,,,95500,Andaman and Nicobar Islands_05-05-2021
06-05-2021,Andaman and Nicobar Islands,109060,5100,46,96229,12831,52233,43988,8,0,109060,,,,,,96229,Andaman and Nicobar Islands_06-05-2021
07-05-2021,Andaman and Nicobar Islands,110161,5400,48,96970,13191,52490,44472,8,0,110161,,,,,,96970,Andaman and Nicobar Islands_07-05-2021
08-05-2021,Andaman and Nicobar Islands,111168,5000,44,97639,13529,52749,44882,8,0,111168,,,,,,97639,Andaman and Nicobar Islands_08-05-2021
09-05-2021,Andaman and Nicobar Islands,111285,3800,38,97748,13537,52760,44980,8,0,111285,,,,,,97748,Andaman and Nicobar Islands_09-05-2021
10-05-2021,Andaman and Nicobar Islands,112403,5200,44,98439,13964,53054,45377,8,0,112403,,,,,,98439,Andaman and Nicobar Islands_10-05-2021
11-05-2021,Andaman and Nicobar Islands,113019,5500,44,98845,14174,53254,45583,8,0,113019,,,,,,98845,Andaman and Nicobar Islands_11-05-2021
12-05-2021,Andaman and Nicobar Islands,113622,4600,41,99218,14404,53438,45772,8,0,113622,,,,,,99218,Andaman and Nicobar Islands_12-05-2021
13-05-2021,Andaman and Nicobar Islands,114400,5300,44,99602,14798,53657,45937,8,0,114400,,,,,,99602,Andaman and Nicobar Islands_13-05-2021
14-05-2021,Andaman and Nicobar Islands,114498,4400,39,99690,14808,53698,45984,8,0,114498,,,,,,99690,Andaman and Nicobar Islands_14-05-2021
15-05-2021,Andaman and Nicobar Islands,115188,4000,35,100058,15130,53903,46147,8,0,115188,,,,,,100058,Andaman and Nicobar Islands_15-05-2021
16-05-2021,Andaman and Nicobar Islands,115188,2120,21,100058,15130,53903,46147,8,0,115188,,,,,,100058,Andaman and Nicobar Islands_16-05-2021
17-05-2021,Andaman and Nicobar Islands,115627,5655,33,100492,15135,54080,46403,9,0,115627,,,,,,100492,Andaman and Nicobar Islands_17-05-2021
18-05-2021,Andaman and Nicobar Islands,115911,5115,31,100773,15138,54206,46558,9,0,115911,,,,,,100773,Andaman and Nicobar Islands_18-05-2021
19-05-2021,Andaman and Nicobar Islands,116427,4710,31,101277,15150,54473,46795,9,0,116427,,,,,,101277,Andaman and Nicobar Islands_19-05-2021
20-05-2021,Andaman and Nicobar Islands,117180,5612,34,102027,15153,54922,47096,9,0,117180,,,,,,102027,Andaman and Nicobar Islands_20-05-2021
21-05-2021,Andaman and Nicobar Islands,117950,4403,32,102795,15155,55368,47418,9,0,117950,0,,,,,102795,Andaman and Nicobar Islands_21-05-2021
22-05-2021,Andaman and Nicobar Islands,118761,5113,30,103605,15156,55814,47782,9,0,118761,0,,,,,103605,Andaman and Nicobar Islands_22-05-2021
23-05-2021,Andaman and Nicobar Islands,119144,2200,17,103988,15156,55995,47984,9,0,119144,0,,,,,103988,Andaman and Nicobar Islands_23-05-2021
24-05-2021,Andaman and Nicobar Islands,119595,4117,31,104439,15156,56243,48187,9,0,119595,0,,,,,104439,Andaman and Nicobar Islands_24-05-2021
25-05-2021,Andaman and Nicobar Islands,120282,4457,30,105124,15158,56625,48490,9,0,120282,0,,,,,105124,Andaman and Nicobar Islands_25-05-2021
26-05-2021,Andaman and Nicobar Islands,121091,2785,22,105933,15158,57048,48876,9,0,121091,0,,,,,105933,Andaman and Nicobar Islands_26-05-2021
